Cliente_Perdido,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Cliente_Activo,Servicio_Telefonico,Lineas_Multiples,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivos,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Tipo_Contrato,Factura_Digital,Metodo_Pago,Factura_Mensual,Factura_Diaria
0,M,0,1,0,17,1,0,Fibra óptica,0,0,1,0,1,1,Anual,1,Débito automático,96.65,3.2217
0,M,0,1,0,37,1,0,0,0,0,0,0,0,0,Mensual,0,Débito automático,20.35,0.6783
0,F,0,1,0,22,1,0,DSL,0,1,1,0,0,0,Mensual,1,Cheque,54.7,1.8233
0,F,0,0,0,68,1,1,DSL,1,1,1,1,1,1,Bi-anual,1,E-cheque,88.15,2.9383
0,F,0,1,1,72,1,1,DSL,0,1,0,1,1,1,Bi-anual,1,E-cheque,78.95,2.6317
1,F,0,1,1,30,0,Sin telefonía,DSL,0,0,0,1,1,1,Mensual,0,Tarjeta de crédito,51.2,1.7067
1,F,1,0,0,31,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,73.9,2.4633
0,F,0,1,1,16,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.35,0.645
0,M,0,0,0,65,1,1,0,0,0,0,0,0,0,Bi-anual,0,Cheque,25.75,0.8583
1,F,0,1,0,5,1,1,DSL,0,0,1,1,1,0,Mensual,0,Débito automático,67.95,2.265
0,F,0,0,0,55,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,73.1,2.4367
0,M,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque,50.75,1.6917
0,F,0,1,0,33,1,1,Fibra óptica,0,0,1,1,0,1,Mensual,1,Tarjeta de crédito,95.0,3.1667
0,F,1,0,0,30,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,E-cheque,104.1,3.47
0,M,0,1,0,25,1,1,DSL,0,0,1,0,0,0,Mensual,0,Tarjeta de crédito,55.55,1.8517
1,M,0,0,0,3,0,Sin telefonía,DSL,1,1,0,0,0,0,Mensual,1,Cheque,35.45,1.1817
1,F,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Mensual,0,Tarjeta de crédito,50.7,1.69
0,M,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,21.1,0.7033
1,F,0,0,0,14,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque,89.8,2.9933
1,M,0,0,0,25,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,Cheque,70.95,2.365
0,M,0,0,0,25,1,0,0,0,0,0,0,0,0,Mensual,1,Cheque,20.15,0.6717
0,F,0,1,0,72,1,1,Fibra óptica,1,1,1,1,1,1,Bi-anual,1,Tarjeta de crédito,115.55,3.8517
0,M,0,0,0,44,1,0,0,0,0,0,0,0,0,Anual,0,Tarjeta de crédito,19.5,0.65
0,F,0,0,0,18,1,0,Fibra óptica,1,0,0,0,0,0,Mensual,1,E-cheque,75.4,2.5133
0,F,1,0,0,7,1,0,Fibra óptica,0,0,1,0,1,0,Mensual,1,E-cheque,84.35,2.8117
0,F,0,1,1,59,1,1,DSL,0,0,1,1,1,0,Bi-anual,1,Débito automático,72.1,2.4033
0,F,0,1,0,70,1,1,DSL,0,1,1,1,1,1,Bi-anual,1,Débito automático,84.8,2.8267
0,F,0,1,1,40,1,1,0,0,0,0,0,0,0,Mensual,1,E-cheque,26.2,0.8733
0,F,0,0,1,34,1,0,Fibra óptica,1,1,1,0,1,1,Mensual,1,Débito automático,105.35,3.5117
0,F,0,0,0,5,1,0,Fibra óptica,0,1,0,0,1,0,Mensual,1,Cheque,85.3,2.8433
1,M,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,E-cheque,45.65,1.5217
0,M,0,1,1,68,0,Sin telefonía,DSL,1,1,0,0,1,0,Anual,0,Cheque,44.8,1.4933
0,F,0,1,1,14,1,0,0,0,0,0,0,0,0,Bi-anual,1,Cheque,19.7,0.6567
0,M,0,0,0,19,1,0,Fibra óptica,0,0,1,1,1,0,Mensual,0,Cheque,89.95,2.9983
1,F,0,0,0,4,1,0,DSL,0,1,0,0,1,1,Mensual,1,Débito automático,68.65,2.2883
0,F,0,1,0,67,1,1,0,0,0,0,0,0,0,Bi-anual,1,Tarjeta de crédito,25.25,0.8417
0,F,1,1,0,50,1,1,Fibra óptica,1,1,1,0,1,1,Mensual,0,Débito automático,108.75,3.625
0,M,0,0,0,43,0,Sin telefonía,DSL,1,0,1,0,0,0,Anual,1,Tarjeta de crédito,35.2,1.1733
0,M,0,1,1,59,1,0,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,19.3,0.6433
0,M,0,0,0,27,1,0,0,0,0,0,0,0,0,Anual,0,Débito automático,20.1,0.67
1,F,0,1,1,22,1,0,DSL,1,1,1,0,0,0,Mensual,0,Cheque,61.15,2.0383
0,F,0,1,0,40,1,1,DSL,0,1,0,0,1,0,Anual,0,Débito automático,63.9,2.13
1,F,0,1,0,37,1,1,Fibra óptica,1,0,1,1,0,1,Anual,1,E-cheque,99.2,3.3067
1,F,0,0,0,15,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,E-cheque,79.75,2.6583
0,F,0,0,0,28,1,1,DSL,0,0,0,1,0,0,Mensual,1,Tarjeta de crédito,54.9,1.83
1,M,0,1,0,13,1,1,DSL,0,0,1,0,1,1,Anual,1,Cheque,75.3,2.51
0,M,0,0,0,5,1,0,0,0,0,0,0,0,0,Mensual,0,Tarjeta de crédito,20.05,0.6683
0,M,0,1,1,54,1,1,DSL,1,1,0,1,0,0,Bi-anual,1,Tarjeta de crédito,65.65,2.1883
0,M,0,1,1,63,0,Sin telefonía,DSL,0,1,1,1,0,0,Bi-anual,0,Débito automático,39.35,1.3117
0,F,0,1,1,20,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,20.05,0.6683
1,F,0,0,1,46,1,0,Fibra óptica,1,1,0,1,1,1,Anual,1,Débito automático,105.2,3.5067
0,F,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Bi-anual,1,E-cheque,92.4,3.08
0,F,0,1,0,71,1,1,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,25.6,0.8533
0,M,0,1,1,32,1,0,0,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito,19.45,0.6483
0,F,1,0,0,71,1,1,Fibra óptica,0,1,1,0,1,1,Anual,1,E-cheque,105.9,3.53
0,F,1,0,0,71,1,1,DSL,1,1,1,1,1,1,Bi-anual,0,Cheque,89.85,2.995
0,M,0,1,0,71,1,1,DSL,1,1,0,1,0,0,Bi-anual,0,Débito automático,65.15,2.1717
0,M,0,0,0,22,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque,69.7,2.3233
1,F,0,0,0,12,1,0,Fibra óptica,0,0,1,0,1,1,Mensual,1,E-cheque,96.0,3.2
0,M,0,1,1,68,1,0,0,0,0,0,0,0,0,Bi-anual,1,Débito automático,19.95,0.665
0,M,0,0,0,2,1,0,DSL,1,0,1,0,0,0,Mensual,0,E-cheque,53.45,1.7817
0,F,1,0,0,29,1,1,DSL,1,1,0,0,0,0,Mensual,1,Débito automático,58.55,1.9517
1,F,0,0,0,7,0,Sin telefonía,DSL,0,1,0,0,0,1,Mensual,1,Tarjeta de crédito,40.1,1.3367
0,M,0,0,0,12,1,0,Fibra óptica,0,0,0,0,0,1,Mensual,1,Débito automático,79.95,2.665
0,F,0,0,0,34,1,0,DSL,1,1,0,0,0,0,Anual,0,Cheque,55.0,1.8333
1,F,0,1,0,22,1,1,DSL,1,0,0,1,1,1,Mensual,1,E-cheque,79.2,2.64
1,F,0,0,1,15,1,0,Fibra óptica,0,1,0,0,0,1,Mensual,1,Débito automático,85.9,2.8633
0,F,0,1,0,40,1,1,Fibra óptica,0,0,0,1,0,0,Mensual,1,Tarjeta de crédito,78.85,2.6283
0,F,0,1,0,72,1,1,Fibra óptica,1,1,0,0,0,1,Bi-anual,1,Tarjeta de crédito,94.45,3.1483
0,F,0,1,0,72,0,Sin telefonía,DSL,1,1,1,0,0,1,Bi-anual,1,E-cheque,49.2,1.64
0,F,0,0,0,45,1,1,DSL,1,0,0,1,0,1,Bi-anual,0,Cheque,73.55,2.4517
0,M,0,1,1,72,1,0,Fibra óptica,1,1,1,1,1,1,Bi-anual,0,Débito automático,111.95,3.7317
0,F,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Bi-anual,0,Tarjeta de crédito,89.3,2.9767
0,M,1,1,0,18,1,0,DSL,1,0,0,0,0,1,Mensual,1,Tarjeta de crédito,59.1,1.97
1,F,0,1,0,47,1,0,Fibra óptica,0,0,1,0,0,1,Mensual,1,E-cheque,85.3,2.8433
0,F,1,1,1,68,0,Sin telefonía,DSL,0,1,1,0,1,1,Bi-anual,1,E-cheque,53.0,1.7667
0,F,0,0,0,68,1,1,DSL,0,1,1,0,1,1,Bi-anual,1,E-cheque,80.65,2.6883
1,M,0,0,0,1,1,0,Fibra óptica,0,0,1,0,1,0,Mensual,1,E-cheque,84.85,2.8283
0,F,0,1,0,34,1,1,DSL,1,0,0,1,0,0,Mensual,1,Débito automático,60.85,2.0283
0,F,0,1,0,24,1,1,Fibra óptica,0,0,1,0,0,0,Mensual,1,Cheque,79.65,2.655
0,M,1,1,1,58,1,1,Fibra óptica,1,1,0,1,0,0,Anual,1,Débito automático,89.85,2.995
1,M,1,0,0,7,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,1,E-cheque,84.8,2.8267
1,M,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensual,0,E-cheque,50.8,1.6933
1,M,0,0,0,7,1,0,DSL,1,0,0,0,0,0,Mensual,1,Cheque,51.0,1.7
0,F,1,1,0,37,1,0,Fibra óptica,0,0,1,1,1,0,Mensual,0,E-cheque,90.0,3.0
0,M,0,1,1,52,1,1,0,0,0,0,0,0,0,Bi-anual,0,Cheque,24.55,0.8183
0,F,0,1,1,45,1,0,0,0,0,0,0,0,0,Bi-anual,1,Débito automático,20.0,0.6667
0,M,0,1,1,43,1,1,0,0,0,0,0,0,0,Bi-anual,0,Cheque,24.25,0.8083
0,F,0,1,1,26,1,0,Fibra óptica,1,1,0,0,0,0,Mensual,0,E-cheque,81.95,2.7317
0,M,0,0,0,56,1,1,Fibra óptica,0,1,0,0,1,1,Mensual,0,E-cheque,98.6,3.2867
0,F,0,0,0,1,0,Sin telefonía,DSL,0,0,0,0,0,0,Mensual,0,Débito automático,25.25,0.8417
0,F,0,1,1,68,1,1,DSL,0,1,1,1,1,1,Bi-anual,0,Débito automático,85.3,2.8433
0,M,0,1,1,27,0,Sin telefonía,DSL,0,1,1,0,0,1,Anual,1,Tarjeta de crédito,45.85,1.5283
0,M,0,0,0,9,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,1,E-cheque,85.5,2.85
1,M,0,0,0,8,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque,45.15,1.505
0,F,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,0,Tarjeta de crédito,19.4,0.6467
0,M,0,1,1,71,1,1,Fibra óptica,1,1,1,1,1,1,Bi-anual,1,Débito automático,116.05,3.8683
1,F,0,0,0,15,1,0,0,0,0,0,0,0,0,Mensual,0,Débito automático,19.4,0.6467
1,F,0,1,1,70,1,1,Fibra óptica,1,1,1,1,0,0,Bi-anual,0,Débito automático,93.9,3.13
0,F,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Bi-anual,1,Tarjeta de crédito,85.9,2.8633
0,F,0,0,0,21,1,0,Fibra óptica,0,1,0,1,1,1,Mensual,1,Débito automático,99.15,3.305
0,F,0,0,0,54,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,20.1,0.67
0,F,0,1,1,8,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,19.5,0.65
0,F,0,0,0,24,1,0,DSL,0,0,1,0,0,0,Mensual,1,Tarjeta de crédito,49.3,1.6433
0,F,0,1,1,48,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,19.55,0.6517
1,F,0,1,0,1,1,0,DSL,0,0,0,0,1,0,Mensual,0,Cheque,55.2,1.84
0,F,0,1,1,5,1,1,0,0,0,0,0,0,0,Mensual,1,Cheque,24.3,0.81
0,M,0,1,1,17,0,Sin telefonía,DSL,1,0,1,0,1,0,Anual,0,Tarjeta de crédito,44.45,1.4817
0,M,0,1,0,72,1,0,DSL,1,1,0,1,1,1,Bi-anual,1,Débito automático,79.35,2.645
0,F,0,1,1,72,1,1,Fibra óptica,0,1,1,0,1,1,Anual,1,Tarjeta de crédito,103.2,3.44
0,F,1,0,0,6,0,Sin telefonía,DSL,0,0,0,0,1,1,Mensual,1,E-cheque,44.4,1.48
0,F,0,1,0,72,1,1,DSL,1,1,1,1,1,0,Bi-anual,0,Tarjeta de crédito,79.2,2.64
1,F,0,1,1,4,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque,50.85,1.695
0,M,0,1,1,62,1,0,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,20.65,0.6883
1,F,0,0,0,39,1,0,Fibra óptica,1,0,1,1,1,0,Anual,1,E-cheque,95.55,3.185
0,M,0,1,1,1,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,20.4,0.68
0,F,0,1,0,51,1,0,DSL,1,1,0,1,0,0,Anual,1,Débito automático,60.5,2.0167
1,M,0,0,0,58,1,1,Fibra óptica,0,1,1,0,1,1,Anual,1,Débito automático,103.25,3.4417
0,M,0,0,1,38,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,Cheque,81.85,2.7283
0,M,0,0,0,33,1,1,Fibra óptica,1,0,0,0,0,0,Anual,0,Débito automático,80.1,2.67
0,M,0,0,0,20,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.4,0.6467
0,F,0,1,1,31,1,1,DSL,0,1,0,1,1,1,Bi-anual,0,Débito automático,80.55,2.685
1,F,0,1,1,20,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,Débito automático,105.85,3.5283
0,M,0,1,1,64,1,0,Fibra óptica,1,1,0,0,0,0,Mensual,0,E-cheque,81.05,2.7017
0,M,0,1,0,72,1,1,DSL,1,1,1,1,0,1,Bi-anual,0,Tarjeta de crédito,79.55,2.6517
0,M,0,1,1,9,1,1,Fibra óptica,0,0,1,0,1,0,Anual,1,E-cheque,90.35,3.0117
0,M,0,0,0,61,1,1,Fibra óptica,1,0,1,0,1,1,Anual,0,E-cheque,104.0,3.4667
0,M,0,0,1,52,1,1,DSL,1,1,0,1,1,1,Bi-anual,1,Cheque,85.15,2.8383
0,F,0,1,1,69,0,Sin telefonía,DSL,1,1,1,1,0,0,Bi-anual,0,Débito automático,46.25,1.5417
0,F,0,0,0,1,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,Cheque,79.15,2.6383
0,M,0,1,1,68,1,0,DSL,0,0,1,1,1,1,Bi-anual,1,Débito automático,72.95,2.4317
0,M,0,1,0,14,1,1,DSL,0,0,0,1,1,0,Mensual,1,Tarjeta de crédito,66.6,2.22
0,M,0,0,0,7,0,Sin telefonía,DSL,0,0,1,1,0,0,Anual,1,Tarjeta de crédito,35.5,1.1833
1,F,1,0,0,2,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Débito automático,70.2,2.34
0,F,0,0,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,E-cheque,70.1,2.3367
0,M,0,1,1,51,1,1,0,0,0,0,0,0,0,Bi-anual,1,Cheque,24.95,0.8317
1,F,1,1,0,4,1,1,Fibra óptica,1,0,0,0,1,1,Mensual,1,E-cheque,99.6,3.32
0,M,0,1,1,15,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,19.35,0.645
0,F,0,1,0,72,1,1,Fibra óptica,0,1,1,1,1,1,Anual,0,Tarjeta de crédito,109.15,3.6383
0,M,0,1,0,50,1,1,Fibra óptica,1,1,0,0,0,1,Mensual,1,Tarjeta de crédito,94.4,3.1467
0,F,1,1,0,57,1,1,Fibra óptica,0,1,1,0,0,1,Mensual,0,Tarjeta de crédito,94.0,3.1333
0,F,0,1,0,44,1,1,Fibra óptica,1,1,1,1,0,0,Mensual,1,Tarjeta de crédito,95.1,3.17
0,F,0,1,1,62,1,1,Fibra óptica,0,1,1,1,1,1,Anual,1,E-cheque,110.8,3.6933
1,F,1,0,0,14,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,74.3,2.4767
0,F,0,0,0,7,1,0,DSL,1,1,0,1,1,1,Mensual,1,E-cheque,78.5,2.6167
0,F,0,1,0,72,1,1,Fibra óptica,1,1,1,0,1,1,Bi-anual,1,E-cheque,110.75,3.6917
0,M,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Mensual,0,Cheque,49.05,1.635
0,M,1,1,0,72,0,Sin telefonía,DSL,1,1,1,1,1,1,Bi-anual,1,Débito automático,63.1,2.1033
0,F,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque,45.4,1.5133
1,F,0,0,0,3,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito,75.1,2.5033
0,F,0,0,0,32,1,0,0,0,0,0,0,0,0,Anual,0,Débito automático,19.75,0.6583
0,F,1,1,0,71,1,0,Fibra óptica,0,1,1,0,1,1,Bi-anual,1,E-cheque,99.2,3.3067
0,M,1,1,0,60,1,1,Fibra óptica,0,0,0,1,1,1,Mensual,1,E-cheque,99.0,3.3
0,F,1,0,0,4,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque,48.75,1.625
0,M,0,1,0,52,1,1,Fibra óptica,0,1,0,1,0,1,Mensual,1,Tarjeta de crédito,95.65,3.1883
0,F,0,0,0,29,1,0,DSL,1,0,1,1,0,0,Anual,0,Tarjeta de crédito,58.0,1.9333
0,M,0,1,0,49,1,0,Fibra óptica,0,0,1,1,1,1,Anual,1,Tarjeta de crédito,99.25,3.3083
0,M,0,1,1,40,0,Sin telefonía,DSL,0,1,1,1,1,1,Anual,0,Cheque,60.3,2.01
0,F,0,1,0,57,1,1,Fibra óptica,0,0,1,0,1,1,Anual,1,Tarjeta de crédito,100.75,3.3583
0,F,0,1,1,62,1,1,DSL,0,0,0,0,1,1,Mensual,1,Tarjeta de crédito,70.45,2.3483
0,M,0,1,1,23,1,0,Fibra óptica,0,1,1,1,0,0,Anual,0,Cheque,86.8,2.8933
0,F,0,1,0,65,1,0,DSL,1,1,1,0,0,1,Bi-anual,0,Débito automático,71.0,2.3667
0,F,0,0,0,38,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,20.05,0.6683
1,F,1,1,0,48,1,1,Fibra óptica,1,1,1,1,1,1,Mensual,0,E-cheque,117.45,3.915
0,M,0,1,0,72,1,1,DSL,0,1,1,0,1,1,Bi-anual,0,Débito automático,82.15,2.7383
0,F,0,1,0,2,1,0,0,0,0,0,0,0,0,Mensual,0,Débito automático,19.85,0.6617
0,M,0,1,0,28,1,0,Fibra óptica,0,0,0,1,0,0,Mensual,0,Débito automático,76.55,2.5517
0,M,1,0,0,65,1,1,Fibra óptica,1,0,1,1,1,1,Bi-anual,1,E-cheque,109.05,3.635
0,F,0,0,0,2,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.4,0.6467
1,M,0,0,0,10,0,Sin telefonía,DSL,0,0,0,0,0,1,Mensual,1,Cheque,33.9,1.13
1,F,0,1,1,16,1,0,Fibra óptica,0,1,1,0,1,0,Mensual,1,Tarjeta de crédito,89.45,2.9817
0,F,0,1,1,72,0,Sin telefonía,DSL,1,1,1,1,0,1,Bi-anual,0,Tarjeta de crédito,55.65,1.855
0,F,0,1,1,12,0,Sin telefonía,DSL,1,0,0,1,0,0,Anual,0,Tarjeta de crédito,33.15,1.105
1,F,0,1,1,1,1,0,0,0,0,0,0,0,0,Mensual,1,E-cheque,19.9,0.6633
0,F,0,0,0,26,0,Sin telefonía,DSL,0,0,1,1,1,0,Mensual,1,Tarjeta de crédito,44.45,1.4817
0,F,0,0,0,20,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,19.5,0.65
0,F,0,0,0,7,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.3,0.6433
1,F,0,1,1,38,1,0,DSL,1,1,0,1,1,1,Anual,0,Tarjeta de crédito,80.3,2.6767
0,M,1,1,0,23,1,0,Fibra óptica,1,1,0,0,0,1,Mensual,1,E-cheque,90.0,3.0
0,M,0,1,0,67,1,0,Fibra óptica,1,1,1,1,1,1,Bi-anual,1,E-cheque,111.05,3.7017
0,F,0,0,0,48,1,1,0,0,0,0,0,0,0,Anual,0,Débito automático,24.55,0.8183
0,M,0,0,0,64,1,1,Fibra óptica,0,1,1,0,1,1,Bi-anual,1,Débito automático,104.4,3.48
0,F,0,0,0,3,1,0,Fibra óptica,1,0,0,0,0,0,Mensual,1,E-cheque,74.55,2.485
0,F,0,0,0,32,1,1,Fibra óptica,0,1,1,0,1,1,Anual,1,Tarjeta de crédito,104.05,3.4683
1,F,0,1,1,57,1,0,DSL,1,0,0,0,1,1,Anual,1,Débito automático,70.1,2.3367
0,M,0,1,1,51,1,1,Fibra óptica,0,1,0,1,0,0,Anual,0,Débito automático,84.2,2.8067
1,M,0,0,0,16,1,0,0,0,0,0,0,0,0,Mensual,1,Cheque,19.7,0.6567
0,F,0,0,0,48,1,1,0,0,0,0,0,0,0,Anual,0,Tarjeta de crédito,25.05,0.835
0,M,0,0,0,18,1,0,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,20.05,0.6683
0,M,0,0,1,23,0,Sin telefonía,DSL,1,0,1,1,0,0,Bi-anual,0,Cheque,40.1,1.3367
0,F,0,0,0,55,1,0,DSL,1,0,0,0,0,0,Mensual,1,Tarjeta de crédito,50.55,1.685
0,F,0,0,0,2,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,20.3,0.6767
1,M,0,1,0,9,1,0,Fibra óptica,0,1,1,1,1,0,Mensual,1,Cheque,94.85,3.1617
0,M,0,0,0,27,1,0,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,20.35,0.6783
0,F,0,0,0,35,0,Sin telefonía,DSL,0,0,0,0,0,0,Mensual,0,E-cheque,24.15,0.805
0,F,0,1,1,58,1,0,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,20.5,0.6833
0,M,0,1,0,42,1,1,Fibra óptica,1,0,1,0,0,1,Mensual,1,E-cheque,94.4,3.1467
0,F,0,1,0,44,1,0,DSL,1,1,1,0,0,0,Anual,1,Cheque,61.5,2.05
0,F,0,1,1,43,1,0,DSL,1,0,1,0,1,1,Bi-anual,0,Débito automático,75.2,2.5067
0,F,0,1,1,7,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,20.65,0.6883
1,F,1,0,0,28,1,1,Fibra óptica,0,0,1,1,1,1,Mensual,1,E-cheque,103.3,3.4433
0,F,0,1,1,41,1,0,Fibra óptica,0,0,1,0,1,1,Mensual,1,Débito automático,94.9,3.1633
1,M,0,0,0,24,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,E-cheque,80.25,2.675
1,F,0,1,0,39,1,0,Fibra óptica,1,0,1,1,1,1,Anual,1,Tarjeta de crédito,104.7,3.49
0,M,0,1,0,65,1,1,Fibra óptica,1,0,1,0,1,1,Mensual,1,E-cheque,104.25,3.475
0,M,0,0,0,40,0,Sin telefonía,DSL,0,1,0,1,0,0,Anual,0,Tarjeta de crédito,36.0,1.2
0,F,0,1,0,46,1,0,DSL,1,1,0,1,0,1,Anual,0,Cheque,70.6,2.3533
1,M,0,0,0,36,1,1,Fibra óptica,0,0,0,0,0,1,Mensual,1,E-cheque,84.75,2.825
0,M,0,0,0,62,1,0,DSL,0,1,1,1,1,1,Mensual,1,Débito automático,80.4,2.68
0,M,0,0,0,30,1,0,DSL,1,1,0,1,1,0,Anual,0,E-cheque,70.4,2.3467
0,F,0,0,0,70,1,1,Fibra óptica,1,1,1,1,1,1,Bi-anual,1,Débito automático,113.65,3.7883
0,M,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,1,Cheque,19.9,0.6633
1,M,0,0,0,5,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,0,Cheque,104.1,3.47
0,M,0,1,0,24,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,E-cheque,93.0,3.1
0,M,0,0,0,11,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,20.25,0.675
0,M,0,0,0,58,1,0,Fibra óptica,1,1,0,0,1,1,Anual,0,Débito automático,99.15,3.305
1,M,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,0,E-cheque,44.35,1.4783
0,M,0,0,0,8,1,0,DSL,0,0,0,0,1,1,Mensual,1,E-cheque,66.25,2.2083
0,M,1,0,0,35,1,1,Fibra óptica,1,0,0,0,0,1,Mensual,0,Tarjeta de crédito,91.0,3.0333
0,M,1,1,0,65,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,E-cheque,104.35,3.4783
0,F,0,1,1,68,1,0,DSL,1,1,1,1,1,1,Bi-anual,1,Tarjeta de crédito,85.0,2.8333
1,M,0,0,0,6,1,0,Fibra óptica,0,1,0,0,1,0,Mensual,1,E-cheque,84.85,2.8283
0,M,0,0,0,46,1,1,Fibra óptica,0,1,1,0,1,0,Anual,1,Tarjeta de crédito,94.9,3.1633
0,F,0,1,0,72,1,1,Fibra óptica,1,1,1,1,1,1,Bi-anual,0,E-cheque,115.15,3.8383
1,F,0,0,1,62,1,1,Fibra óptica,0,0,1,0,1,1,Anual,1,E-cheque,100.15,3.3383
0,F,1,0,0,38,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,20.2,0.6733
1,M,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Mensual,1,Cheque,53.5,1.7833
0,F,0,0,0,58,1,0,Fibra óptica,0,0,0,1,1,1,Mensual,1,E-cheque,95.3,3.1767
0,M,0,0,0,17,1,0,0,0,0,0,0,0,0,Anual,1,Cheque,20.1,0.67
0,F,1,1,0,72,1,1,Fibra óptica,1,1,1,1,1,1,Bi-anual,1,Débito automático,114.85,3.8283
0,M,0,1,1,50,1,1,DSL,0,0,1,1,1,0,Anual,1,E-cheque,69.65,2.3217
1,M,0,0,1,4,1,0,DSL,1,0,0,0,0,0,Mensual,0,E-cheque,49.35,1.645
0,F,0,0,0,3,1,0,0,0,0,0,0,0,0,Mensual,1,Cheque,20.0,0.6667
1,M,1,1,1,8,1,0,Fibra óptica,0,0,0,0,1,0,Mensual,1,Tarjeta de crédito,80.45,2.6817
1,F,1,1,0,13,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,70.15,2.3383
0,M,0,1,1,55,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,20.5,0.6833
0,F,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Bi-anual,0,E-cheque,90.1,3.0033
0,F,0,0,0,37,1,0,Fibra óptica,0,1,1,0,0,0,Anual,0,E-cheque,80.05,2.6683
1,M,1,1,1,41,1,1,Fibra óptica,0,1,1,1,1,1,Anual,1,E-cheque,111.95,3.7317
0,F,0,1,1,55,1,1,DSL,1,0,1,1,1,1,Bi-anual,1,Débito automático,85.1,2.8367
0,F,0,1,1,61,0,Sin telefonía,DSL,1,1,0,1,0,1,Anual,1,Débito automático,50.7,1.69
0,M,0,1,1,44,1,0,DSL,0,1,1,1,0,0,Mensual,1,Cheque,61.9,2.0633
1,M,0,1,0,59,1,1,Fibra óptica,1,1,1,0,1,1,Anual,1,E-cheque,110.15,3.6717
